ano,serie,raca_cor,disciplina,value,escola_publica,escola_publica_contagem,regiao,regiao_contagem,sexo,sexo_contagem,escolaridade_agrupado,escolaridade_mae,escolaridade_pai,responsaveis_comparecem_reuniao_pais,quantidade_agrupado,possui_casa_dormitorio,possui_computador,possui_geladeira,possui_tv,possui_automovel,possui_casa_banheiro,possui_freezer,possui_maquina_lavar_roupa,evasao_escolar_ate_final_ano,rede,reprovacao,possui_trabalho_agrupado,possui_trabalho,tempo_lazer_agrupado,tempo_lazer,trabalho_domestico_agrupado,tempo_trabalho_domestico,desempenho_aluno,desempenho_aluno_contagem
2021,5,Indígena,LP,E,-,0,Sul,6244,-,0,EB completa,6376,5354.0,0,Sim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2021,5,Indígena,LP,F,-,0,-,0,-,0,ES completo,36958,40900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2021,5,Parda,LP,*,-,0,-,0,-,4606,0,20742,11120.0,10376,0,38550,70980,80262,25474,17432,28090,11564,13714,4066,7130,3568,Sim,17242,0,12312,0,24004,-,162
2021,5,Parda,LP,.,-,0,-,0,-,6504,0,18224,22020.0,136212,0,89414,88740,43192,87438,137788,97950,108370,84492,38696,41776,44964,Sim,140024,0,101734,0,97172,-,0
2021,5,Parda,LP,A,Não,11282,Norte,224682,Masculino,761672,EB incompleta,80582,80866.0,143210,Não,28880,764708,27430,52536,665966,40952,484504,221364,1410434,1206898,1283172,Não,1213976,Sim,87142,Sim,250142,Avançado,3243
2021,5,Parda,LP,B,Sim,1570062,Nordeste,513472,Feminino,808562,EB incompleta,87956,81202.0,393778,Sim,191584,445014,1206974,762874,570078,941396,976906,1261774,101178,97184,190262,Sim,83756,Não,227842,Não,576016,Proficiente,148263
2021,5,Parda,LP,C,-,0,Centro-Oeste,564328,-,0,EB incompleta,129434,106150.0,897768,Sim,668944,147866,179692,460384,138410,367348,0,0,26970,228356,59378,Sim,48196,Não,279582,Não,357538,Básico,205495
2021,5,Parda,LP,D,-,0,Sudeste,139656,-,0,EB completa,173806,134730.0,0,Sim,563972,64036,43794,192638,51670,105608,0,0,0,0,0,Sim,78150,Não,872732,Não,276472,Insuficiente,201382
2021,5,Parda,LP,E,-,0,Sul,139206,-,0,EB completa,129548,95852.0,0,Sim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2021,5,Parda,LP,F,-,0,-,0,-,0,ES completo,941052,1049404.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2021,5,Preta,LP,*,-,0,-,0,-,2244,0,7274,3912.0,4962,0,16736,29828,40376,11790,8020,12172,4292,6324,1698,2474,1672,Sim,8246,0,6102,0,11724,-,65
2021,5,Preta,LP,.,-,0,-,0,-,3688,0,8226,10454.0,66728,0,45350,44336,22814,45924,67144,51534,56026,45068,17310,18978,19624,Sim,65730,0,52332,0,47312,-,0
2021,5,Preta,LP,A,Não,1342,Norte,51454,Masculino,256214,EB incompleta,33196,29512.0,50936,Não,14986,230740,13768,18024,208814,18274,156624,72858,403880,347316,338608,Não,320700,Sim,37426,Sim,81800,Avançado,787
2021,5,Preta,LP,B,Sim,473256,Nordeste,168132,Feminino,212452,EB incompleta,35324,29928.0,109214,Sim,70644,113560,328786,221524,142096,277444,257656,350348,39064,37192,84142,Sim,31914,Não,77492,Não,159374,Proficiente,43804
2021,5,Preta,LP,C,-,0,Centro-Oeste,180924,-,0,EB incompleta,44008,36296.0,242758,Sim,182588,36814,50962,124894,32482,88940,0,0,12646,68638,30552,Sim,18726,Não,72848,Não,92478,Básico,65770
2021,5,Preta,LP,D,-,0,Sudeste,40192,-,0,EB completa,41044,34678.0,0,Sim,144294,19320,17892,52442,16042,26234,0,0,0,0,0,Sim,29282,Não,228398,Não,81910,Insuficiente,73884
2021,5,Preta,LP,E,-,0,Sul,33896,-,0,EB completa,27978,21954.0,0,Sim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2021,5,Preta,LP,F,-,0,-,0,-,0,ES completo,277548,307864.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2021,5,Amarela,MT,*,-,0,-,0,-,628,0,1698,1074.0,1658,0,4316,6464,8828,3234,2214,3132,1170,1608,412,552,320,Sim,2530,0,2156,0,3680,-,11
2021,5,Amarela,MT,.,-,0,-,0,-,1142,0,1812,2162.0,15770,0,11312,10998,6594,11672,15742,12812,14048,11870,4394,4772,4664,Sim,15410,0,12784,0,11134,-,0
2021,5,Amarela,MT,A,Não,434,Norte,14188,Masculino,53582,EB incompleta,7942,6892.0,12462,Não,3824,45844,4150,4990,40108,4380,31978,16166,83766,69462,73520,Não,67666,Sim,8886,Sim,17734,Avançado,114
2021,5,Amarela,MT,B,Sim,103810,Nordeste,38794,Feminino,48892,EB incompleta,9244,7972.0,24416,Sim,14274,26126,69118,46494,32816,55288,57048,74600,10874,11516,18392,Sim,7412,Não,16760,Não,33536,Proficiente,1019
2021,5,Amarela,MT,C,-,0,Centro-Oeste,33934,-,0,EB incompleta,10318,8966.0,49938,Sim,37312,9630,11114,26354,8792,21290,0,0,4798,17942,7348,Sim,4528,Não,16876,Não,20262,Básico,10693
2021,5,Amarela,MT,D,-,0,Sudeste,8918,-,0,EB completa,9640,8480.0,0,Sim,33206,5182,4440,11500,4572,7342,0,0,0,0,0,Sim,6698,Não,46782,Não,17898,Insuficiente,19475
2021,5,Amarela,MT,E,-,0,Sul,8410,-,0,EB completa,7594,6276.0,0,Sim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2021,5,Amarela,MT,F,-,0,-,0,-,0,ES completo,55996,62422.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2021,5,Branca,MT,*,-,0,-,0,-,3482,0,17542,9708.0,8136,0,28472,47644,56144,20246,12384,20324,8186,9336,3128,5512,2678,Sim,12914,0,9872,0,17920,-,141
2021,5,Branca,MT,.,-,0,-,0,-,5704,0,15772,18850.0,107620,0,69322,69270,37014,69430,102134,75924,82880,66080,32702,35536,36088,Sim,110180,0,80688,0,78546,-,0
2021,5,Branca,MT,A,Não,10516,Norte,90818,Masculino,619760,EB incompleta,58930,58462.0,112938,Não,18998,436204,17808,31830,342724,24974,258772,107248,1045564,886778,967426,Não,902176,Sim,54010,Sim,198166,Avançado,2881
2021,5,Branca,MT,B,Sim,1164722,Nordeste,236474,Feminino,546292,EB incompleta,62874,60380.0,273552,Sim,123736,397352,875900,479336,498570,636232,825400,992574,73702,78256,129508,Sim,60546,Não,154454,Não,435446,Proficiente,25737
2021,5,Branca,MT,C,-,0,Centro-Oeste,493526,-,0,EB incompleta,91126,79002.0,672992,Sim,470030,153882,150180,373476,161122,309406,0,0,20142,169156,39538,Sim,34166,Não,208282,Não,259460,Básico,186263
2021,5,Branca,MT,D,-,0,Sudeste,269928,-,0,EB completa,124720,104110.0,0,Sim,464680,70886,38192,200920,58304,108378,0,0,0,0,0,Sim,55256,Não,667932,Não,185700,Insuficiente,191615
2021,5,Branca,MT,E,-,0,Sul,84492,-,0,EB completa,121048,90384.0,0,Sim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2021,5,Branca,MT,F,-,0,-,0,-,0,ES completo,683226,754342.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2021,5,Indígena,MT,*,-,0,-,0,-,274,0,1080,674.0,846,0,2416,3698,4516,1732,1190,1786,712,870,234,382,198,Sim,1262,0,976,0,1838,-,6
2021,5,Indígena,MT,.,-,0,-,0,-,530,0,1010,1282.0,8478,0,5760,5888,3508,5844,8416,6468,7338,6124,2416,2630,2668,Sim,8442,0,6654,0,6092,-,0
2021,5,Indígena,MT,A,Não,460,Norte,9708,Masculino,34642,EB incompleta,4258,4394.0,7434,Não,2152,30546,2532,3520,27328,2782,19096,10130,57658,48020,51860,Não,47618,Sim,4998,Sim,10238,Avançado,12
2021,5,Indígena,MT,B,Sim,68570,Nordeste,20556,Feminino,33584,EB incompleta,5038,4386.0,16758,Sim,8932,18316,47994,31108,23178,38448,41884,51906,6300,6316,10348,Sim,4628,Não,10490,Não,23380,Proficiente,201
2021,5,Indígena,MT,C,-,0,Centro-Oeste,24544,-,0,EB incompleta,6476,5502.0,35514,Sim,26472,7070,7928,18674,6090,14936,0,0,2422,11682,3956,Sim,2812,Não,11374,Não,14394,Básico,4028
2021,5,Indígena,MT,D,-,0,Sudeste,7978,-,0,EB completa,7834,6538.0,0,Sim,23298,3512,2552,8152,2828,4610,0,0,0,0,0,Sim,4268,Não,34538,Não,13088,Insuficiente,10996
2021,5,Indígena,MT,E,-,0,Sul,6244,-,0,EB completa,6376,5354.0,0,Sim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2021,5,Indígena,MT,F,-,0,-,0,-,0,ES completo,36958,40900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2021,5,Parda,MT,*,-,0,-,0,-,4606,0,20742,11120.0,10376,0,38550,70980,80262,25474,17432,28090,11564,13714,4066,7130,3568,Sim,17242,0,12312,0,24004,-,162
2021,5,Parda,MT,.,-,0,-,0,-,6504,0,18224,22020.0,136212,0,89414,88740,43192,87438,137788,97950,108370,84492,38696,41776,44964,Sim,140024,0,101734,0,97172,-,0
2021,5,Parda,MT,A,Não,11282,Norte,224682,Masculino,761672,EB incompleta,80582,80866.0,143210,Não,28880,764708,27430,52536,665966,40952,484504,221364,1410434,1206898,1283172,Não,1213976,Sim,87142,Sim,250142,Avançado,1609
2021,5,Parda,MT,B,Sim,1570062,Nordeste,513472,Feminino,808562,EB incompleta,87956,81202.0,393778,Sim,191584,445014,1206974,762874,570078,941396,976906,1261774,101178,97184,190262,Sim,83756,Não,227842,Não,576016,Proficiente,17740
2021,5,Parda,MT,C,-,0,Centro-Oeste,564328,-,0,EB incompleta,129434,106150.0,897768,Sim,668944,147866,179692,460384,138410,367348,0,0,26970,228356,59378,Sim,48196,Não,279582,Não,357538,Básico,202552
2021,5,Parda,MT,D,-,0,Sudeste,139656,-,0,EB completa,173806,134730.0,0,Sim,563972,64036,43794,192638,51670,105608,0,0,0,0,0,Sim,78150,Não,872732,Não,276472,Insuficiente,336482
2021,5,Parda,MT,E,-,0,Sul,139206,-,0,EB completa,129548,95852.0,0,Sim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2021,5,Parda,MT,F,-,0,-,0,-,0,ES completo,941052,1049404.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2021,5,Preta,MT,*,-,0,-,0,-,2244,0,7274,3912.0,4962,0,16736,29828,40376,11790,8020,12172,4292,6324,1698,2474,1672,Sim,8246,0,6102,0,11724,-,65
2021,5,Preta,MT,.,-,0,-,0,-,3688,0,8226,10454.0,66728,0,45350,44336,22814,45924,67144,51534,56026,45068,17310,18978,19624,Sim,65730,0,52332,0,47312,-,0
2021,5,Preta,MT,A,Não,1342,Norte,51454,Masculino,256214,EB incompleta,33196,29512.0,50936,Não,14986,230740,13768,18024,208814,18274,156624,72858,403880,347316,338608,Não,320700,Sim,37426,Sim,81800,Avançado,284
2021,5,Preta,MT,B,Sim,473256,Nordeste,168132,Feminino,212452,EB incompleta,35324,29928.0,109214,Sim,70644,113560,328786,221524,142096,277444,257656,350348,39064,37192,84142,Sim,31914,Não,77492,Não,159374,Proficiente,3767
2021,5,Preta,MT,C,-,0,Centro-Oeste,180924,-,0,EB incompleta,44008,36296.0,242758,Sim,182588,36814,50962,124894,32482,88940,0,0,12646,68638,30552,Sim,18726,Não,72848,Não,92478,Básico,58738
2021,5,Preta,MT,D,-,0,Sudeste,40192,-,0,EB completa,41044,34678.0,0,Sim,144294,19320,17892,52442,16042,26234,0,0,0,0,0,Sim,29282,Não,228398,Não,81910,Insuficiente,121456
2021,5,Preta,MT,E,-,0,Sul,33896,-,0,EB completa,27978,21954.0,0,Sim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2021,5,Preta,MT,F,-,0,-,0,-,0,ES completo,277548,307864.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2021,9,Amarela,LP,*,-,0,-,0,-,372,0,1243,609.0,514,0,3435,9517,2169,2540,1660,3560,862,1162,114,456,190,0,0,0,598,0,2256,-,0
2021,9,Amarela,LP,.,-,0,-,0,-,850,0,1518,1410.0,9902,0,7395,8248,5080,6976,9998,7307,8725,7460,4571,4450,4375,0,173365,0,8709,0,9301,-,0
2021,9,Amarela,LP,A,Não,2160,Norte,21057,Masculino,77232,EB incompleta,14169,16174.0,18293,Não,1935,78240,2714,7496,78284,4309,45714,26833,156249,133223,122855,Não,0,Sim,9077,Não,15728,Avançado,52
2021,9,Amarela,LP,B,Sim,171205,Nordeste,66712,Feminino,94911,EB incompleta,16532,15966.0,50116,Sim,14252,50353,136446,82611,62148,98482,118064,137910,10024,9146,32763,Sim,0,Não,20651,Não,45946,Proficiente,1014
2021,9,Amarela,LP,C,-,0,Centro-Oeste,57424,-,0,EB incompleta,22287,18183.0,94540,Sim,69166,17880,22205,51890,15521,46460,0,0,2407,26090,13182,0,0,Não,29819,Não,50341,Básico,666
2021,9,Amarela,LP,D,-,0,Sudeste,14932,-,0,EB completa,44109,31076.0,0,Sim,77182,9127,4751,21852,5754,13247,0,0,0,0,0,0,0,Não,104511,Não,49793,Insuficiente,430
2021,9,Amarela,LP,E,-,0,Sul,13240,-,0,EB completa,19763,12794.0,0,Sim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sim,0,-,0
2021,9,Amarela,LP,F,-,0,-,0,-,0,ES completo,53744,77153.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2021,9,Branca,LP,*,-,0,-,0,-,3430,0,17008,8856.0,3835,0,31731,85395,17037,25766,13990,32371,8754,9447,1252,5234,1443,0,0,0,4298,0,20458,-,3
2021,9,Branca,LP,.,-,0,-,0,-,7218,0,15121,13599.0,89525,0,65745,72724,44707,60447,88879,62558,71270,63470,54785,50415,52185,0,2299173,0,81717,0,93590,-,0
2021,9,Branca,LP,A,Não,47412,Norte,145321,Masculino,1119973,EB incompleta,134822,162311.0,212023,Não,11157,742416,13618,63913,702853,32138,358330,189078,2145588,1789395,1830283,Não,0,Sim,59852,Não,193219,Avançado,1702
2021,9,Branca,LP,B,Sim,2251761,Nordeste,438280,Feminino,1168552,EB incompleta,179211,197603.0,632303,Sim,143573,860111,1814598,904740,1040800,1218324,1860819,2037178,83430,114307,306215,Sim,0,Não,184181,Não,663649,Proficiente,25099
2021,9,Branca,LP,C,-,0,Centro-Oeste,1007080,-,0,EB incompleta,275795,243218.0,1361487,Sim,922672,370294,345640,793747,348600,705886,0,0,14118,339822,109047,0,0,Não,392070,Não,750615,Básico,9080
2021,9,Branca,LP,D,-,0,Sudeste,578588,-,0,EB completa,680178,534263.0,0,Sim,1124295,168233,63573,450560,104051,247896,0,0,0,0,0,0,0,Não,1577055,Não,577642,Insuficiente,4030
2021,9,Branca,LP,E,-,0,Sul,129904,-,0,EB completa,375376,246822.0,0,Sim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sim,0,-,0
2021,9,Branca,LP,F,-,0,-,0,-,0,ES completo,621662,892501.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2021,9,Indígena,LP,*,-,0,-,0,-,252,0,770,411.0,353,0,2249,6385,1559,1925,1103,2326,593,776,106,253,122,0,0,0,491,0,1642,-,0
2021,9,Indígena,LP,.,-,0,-,0,-,544,0,1053,976.0,7360,0,5419,6145,3650,5029,7531,5306,6441,5633,3049,3077,2985,0,107205,0,6672,0,6631,-,0
2021,9,Indígena,LP,A,Não,952,Norte,17517,Masculino,59094,EB incompleta,9519,10861.0,10905,Não,1953,51592,3400,6370,53373,3950,30577,19206,95303,84094,72537,Não,0,Sim,7757,Não,10695,Avançado,3
2021,9,Indígena,LP,B,Sim,106253,Nordeste,41020,Feminino,47315,EB incompleta,11128,10640.0,30516,Sim,10233,27945,81812,52193,33906,63259,69594,81590,7041,5772,22153,Sim,0,Não,14623,Não,28880,Proficiente,230
2021,9,Indígena,LP,C,-,0,Centro-Oeste,30892,-,0,EB incompleta,14637,11921.0,58071,Sim,41229,10117,13387,29858,8218,25790,0,0,1706,14009,9408,0,0,Não,18800,Não,29455,Básico,253
2021,9,Indígena,LP,D,-,0,Sudeste,10532,-,0,EB completa,25744,19128.0,0,Sim,46122,5021,3397,11830,3074,6574,0,0,0,0,0,0,0,Não,58862,Não,29902,Insuficiente,200
2021,9,Indígena,LP,E,-,0,Sul,7244,-,0,EB completa,11297,8031.0,0,Sim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sim,0,-,0
2021,9,Indígena,LP,F,-,0,-,0,-,0,ES completo,33057,45237.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2021,9,Parda,LP,*,-,0,-,0,-,4492,0,20708,9439.0,5762,0,52629,166369,29709,40819,25029,55333,14471,17664,1780,6844,2371,0,0,0,6648,0,32806,-,4
2021,9,Parda,LP,.,-,0,-,0,-,9916,0,22781,20706.0,147184,0,106455,119925,69117,95385,151241,99050,119882,101708,78297,73218,76230,0,3247358,0,133204,0,146844,-,0
2021,9,Parda,LP,A,Não,40320,Norte,460056,Masculino,1547895,EB incompleta,241608,293545.0,265329,Não,25327,1516415,35783,125234,1525332,69575,864274,494363,2999634,2613232,2468983,Não,0,Sim,141616,Não,286769,Avançado,1113
2021,9,Parda,LP,B,Sim,3207038,Nordeste,1157944,Feminino,1685055,EB incompleta,305448,306915.0,898629,Sim,270431,972363,2643976,1595385,1188954,1949810,2248731,2633623,141392,132597,513549,Sim,0,Não,360790,Não,911453,Proficiente,22215
2021,9,Parda,LP,C,-,0,Centro-Oeste,1121080,-,0,EB incompleta,420366,340178.0,1930454,Sim,1378358,332654,394872,995232,272796,854121,0,0,26255,421467,186225,0,0,Não,599106,Não,1006919,Básico,12759
2021,9,Parda,LP,D,-,0,Sudeste,284388,-,0,EB completa,881725,630400.0,0,Sim,1414158,139632,73901,395303,84006,219469,0,0,0,0,0,0,0,Não,2005994,Não,862567,Insuficiente,6924
2021,9,Parda,LP,E,-,0,Sul,223890,-,0,EB completa,355999,220299.0,0,Sim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sim,0,-,0
2021,9,Parda,LP,F,-,0,-,0,-,0,ES completo,998723,1425876.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2021,9,Preta,LP,*,-,0,-,0,-,1952,0,7300,2933.0,2370,0,17637,55350,13261,13992,9017,20664,4514,6629,588,2188,1061,0,0,0,2954,0,12586,-,3
2021,9,Preta,LP,.,-,0,-,0,-,4532,0,8855,8874.0,63804,0,45151,51097,29732,41512,64018,44207,53633,44971,27256,25875,26908,0,935761,0,55694,0,59460,-,0
2021,9,Preta,LP,A,Não,7996,Norte,80295,Masculino,491942,EB incompleta,74780,84427.0,85602,Não,10085,435603,12514,32922,466493,24751,255788,137598,847230,742963,626714,Não,0,Sim,50964,Não,90122,Avançado,207
2021,9,Preta,LP,B,Sim,927765,Nordeste,339548,Feminino,437335,EB incompleta,87335,84918.0,262339,Sim,90646,265158,735088,436502,305311,566662,621826,746563,50821,42668,194543,Sim,0,Não,108058,Não,253485,Proficiente,5741
2021,9,Preta,LP,C,-,0,Centro-Oeste,396408,-,0,EB incompleta,121317,96600.0,521646,Sim,395137,89111,117447,291814,67116,223650,0,0,9866,122067,86535,0,0,Não,154139,Não,268840,Básico,3838
2021,9,Preta,LP,D,-,0,Sudeste,65984,-,0,EB completa,241045,172488.0,0,Sim,377105,39442,27719,119019,23806,55827,0,0,0,0,0,0,0,Não,563952,Não,251268,Insuficiente,2682
2021,9,Preta,LP,E,-,0,Sul,53526,-,0,EB completa,93820,55366.0,0,Sim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sim,0,-,0
2021,9,Preta,LP,F,-,0,-,0,-,0,ES completo,301309,430155.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2021,9,Amarela,MT,*,-,0,-,0,-,372,0,1243,609.0,514,0,3435,9517,2169,2540,1660,3560,862,1162,114,456,190,0,0,0,598,0,2256,-,0
2021,9,Amarela,MT,.,-,0,-,0,-,850,0,1518,1410.0,9902,0,7395,8248,5080,6976,9998,7307,8725,7460,4571,4450,4375,0,173365,0,8709,0,9301,-,0
2021,9,Amarela,MT,A,Não,2160,Norte,21057,Masculino,77232,EB incompleta,14169,16174.0,18293,Não,1935,78240,2714,7496,78284,4309,45714,26833,156249,133223,122855,Não,0,Sim,9077,Não,15728,Avançado,60
2021,9,Amarela,MT,B,Sim,171205,Nordeste,66712,Feminino,94911,EB incompleta,16532,15966.0,50116,Sim,14252,50353,136446,82611,62148,98482,118064,137910,10024,9146,32763,Sim,0,Não,20651,Não,45946,Proficiente,307
2021,9,Amarela,MT,C,-,0,Centro-Oeste,57424,-,0,EB incompleta,22287,18183.0,94540,Sim,69166,17880,22205,51890,15521,46460,0,0,2407,26090,13182,0,0,Não,29819,Não,50341,Básico,974
2021,9,Amarela,MT,D,-,0,Sudeste,14932,-,0,EB completa,44109,31076.0,0,Sim,77182,9127,4751,21852,5754,13247,0,0,0,0,0,0,0,Não,104511,Não,49793,Insuficiente,821
2021,9,Amarela,MT,E,-,0,Sul,13240,-,0,EB completa,19763,12794.0,0,Sim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sim,0,-,0
2021,9,Amarela,MT,F,-,0,-,0,-,0,ES completo,53744,77153.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2021,9,Branca,MT,*,-,0,-,0,-,3430,0,17008,8856.0,3835,0,31731,85395,17037,25766,13990,32371,8754,9447,1252,5234,1443,0,0,0,4298,0,20458,-,3
2021,9,Branca,MT,.,-,0,-,0,-,7218,0,15121,13599.0,89525,0,65745,72724,44707,60447,88879,62558,71270,63470,54785,50415,52185,0,2299173,0,81717,0,93590,-,0
2021,9,Branca,MT,A,Não,47412,Norte,145321,Masculino,1119973,EB incompleta,134822,162311.0,212023,Não,11157,742416,13618,63913,702853,32138,358330,189078,2145588,1789395,1830283,Não,0,Sim,59852,Não,193219,Avançado,1254
2021,9,Branca,MT,B,Sim,2251761,Nordeste,438280,Feminino,1168552,EB incompleta,179211,197603.0,632303,Sim,143573,860111,1814598,904740,1040800,1218324,1860819,2037178,83430,114307,306215,Sim,0,Não,184181,Não,663649,Proficiente,7732
2021,9,Branca,MT,C,-,0,Centro-Oeste,1007080,-,0,EB incompleta,275795,243218.0,1361487,Sim,922672,370294,345640,793747,348600,705886,0,0,14118,339822,109047,0,0,Não,392070,Não,750615,Básico,21691
2021,9,Branca,MT,D,-,0,Sudeste,578588,-,0,EB completa,680178,534263.0,0,Sim,1124295,168233,63573,450560,104051,247896,0,0,0,0,0,0,0,Não,1577055,Não,577642,Insuficiente,9234
2021,9,Branca,MT,E,-,0,Sul,129904,-,0,EB completa,375376,246822.0,0,Sim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sim,0,-,0
2021,9,Branca,MT,F,-,0,-,0,-,0,ES completo,621662,892501.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2021,9,Indígena,MT,*,-,0,-,0,-,252,0,770,411.0,353,0,2249,6385,1559,1925,1103,2326,593,776,106,253,122,0,0,0,491,0,1642,-,0
2021,9,Indígena,MT,.,-,0,-,0,-,544,0,1053,976.0,7360,0,5419,6145,3650,5029,7531,5306,6441,5633,3049,3077,2985,0,107205,0,6672,0,6631,-,0
2021,9,Indígena,MT,A,Não,952,Norte,17517,Masculino,59094,EB incompleta,9519,10861.0,10905,Não,1953,51592,3400,6370,53373,3950,30577,19206,95303,84094,72537,Não,0,Sim,7757,Não,10695,Avançado,1
2021,9,Indígena,MT,B,Sim,106253,Nordeste,41020,Feminino,47315,EB incompleta,11128,10640.0,30516,Sim,10233,27945,81812,52193,33906,63259,69594,81590,7041,5772,22153,Sim,0,Não,14623,Não,28880,Proficiente,33
2021,9,Indígena,MT,C,-,0,Centro-Oeste,30892,-,0,EB incompleta,14637,11921.0,58071,Sim,41229,10117,13387,29858,8218,25790,0,0,1706,14009,9408,0,0,Não,18800,Não,29455,Básico,309
2021,9,Indígena,MT,D,-,0,Sudeste,10532,-,0,EB completa,25744,19128.0,0,Sim,46122,5021,3397,11830,3074,6574,0,0,0,0,0,0,0,Não,58862,Não,29902,Insuficiente,343
2021,9,Indígena,MT,E,-,0,Sul,7244,-,0,EB completa,11297,8031.0,0,Sim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sim,0,-,0
2021,9,Indígena,MT,F,-,0,-,0,-,0,ES completo,33057,45237.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2021,9,Parda,MT,*,-,0,-,0,-,4492,0,20708,9439.0,5762,0,52629,166369,29709,40819,25029,55333,14471,17664,1780,6844,2371,0,0,0,6648,0,32806,-,4
2021,9,Parda,MT,.,-,0,-,0,-,9916,0,22781,20706.0,147184,0,106455,119925,69117,95385,151241,99050,119882,101708,78297,73218,76230,0,3247358,0,133204,0,146844,-,0
2021,9,Parda,MT,A,Não,40320,Norte,460056,Masculino,1547895,EB incompleta,241608,293545.0,265329,Não,25327,1516415,35783,125234,1525332,69575,864274,494363,2999634,2613232,2468983,Não,0,Sim,141616,Não,286769,Avançado,731
2021,9,Parda,MT,B,Sim,3207038,Nordeste,1157944,Feminino,1685055,EB incompleta,305448,306915.0,898629,Sim,270431,972363,2643976,1595385,1188954,1949810,2248731,2633623,141392,132597,513549,Sim,0,Não,360790,Não,911453,Proficiente,5450
2021,9,Parda,MT,C,-,0,Centro-Oeste,1121080,-,0,EB incompleta,420366,340178.0,1930454,Sim,1378358,332654,394872,995232,272796,854121,0,0,26255,421467,186225,0,0,Não,599106,Não,1006919,Básico,22468
2021,9,Parda,MT,D,-,0,Sudeste,284388,-,0,EB completa,881725,630400.0,0,Sim,1414158,139632,73901,395303,84006,219469,0,0,0,0,0,0,0,Não,2005994,Não,862567,Insuficiente,14362
2021,9,Parda,MT,E,-,0,Sul,223890,-,0,EB completa,355999,220299.0,0,Sim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sim,0,-,0
2021,9,Parda,MT,F,-,0,-,0,-,0,ES completo,998723,1425876.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2021,9,Preta,MT,*,-,0,-,0,-,1952,0,7300,2933.0,2370,0,17637,55350,13261,13992,9017,20664,4514,6629,588,2188,1061,0,0,0,2954,0,12586,-,3
2021,9,Preta,MT,.,-,0,-,0,-,4532,0,8855,8874.0,63804,0,45151,51097,29732,41512,64018,44207,53633,44971,27256,25875,26908,0,935761,0,55694,0,59460,-,0
2021,9,Preta,MT,A,Não,7996,Norte,80295,Masculino,491942,EB incompleta,74780,84427.0,85602,Não,10085,435603,12514,32922,466493,24751,255788,137598,847230,742963,626714,Não,0,Sim,50964,Não,90122,Avançado,94
2021,9,Preta,MT,B,Sim,927765,Nordeste,339548,Feminino,437335,EB incompleta,87335,84918.0,262339,Sim,90646,265158,735088,436502,305311,566662,621826,746563,50821,42668,194543,Sim,0,Não,108058,Não,253485,Proficiente,1057
