ano,disciplina,raca_cor,value,presenca,cont_presenca,nota,cont_nota
2016,LP,Parda,*,-,176,Sem nota,1306650
2016,LP,Parda,A,Falta,1304325,Acima de 800,1
2016,LP,Parda,B,Presença,2697182,Entre 800 e 700,1521
2016,LP,Parda,C,Eliminação,2149,Entre 700 e 600,224316
2016,LP,Parda,D,-,0,Entre 600 e 500,1350602
2016,LP,Parda,E,-,0,Entre 500 e 400,980040
2016,LP,Parda,F,-,0,Abaixo de 400,140702
2016,LP,Preta,*,-,62,Sem nota,397028
2016,LP,Preta,A,Falta,396280,Acima de 800,0
2016,LP,Preta,B,Presença,758706,Entre 800 e 700,280
2016,LP,Preta,C,Eliminação,686,Entre 700 e 600,61047
2016,LP,Preta,D,-,0,Entre 600 e 500,389662
2016,LP,Preta,E,-,0,Entre 500 e 400,269542
2016,LP,Preta,F,-,0,Abaixo de 400,38175
2016,MT,Amarela,*,-,4,Sem nota,64212
2016,MT,Amarela,A,Falta,64106,Acima de 800,1874
2016,MT,Amarela,B,Presença,136885,Entre 800 e 700,5778
2016,MT,Amarela,C,Eliminação,102,Entre 700 e 600,13966
2016,MT,Amarela,D,-,0,Entre 600 e 500,30947
2016,MT,Amarela,E,-,0,Entre 500 e 400,58121
2016,MT,Amarela,F,-,0,Abaixo de 400,26199
2016,MT,Branca,*,-,117,Sem nota,934777
2016,MT,Branca,A,Falta,933092,Acima de 800,31547
2016,MT,Branca,B,Presença,2112650,Entre 800 e 700,127147
2016,MT,Branca,C,Eliminação,1568,Entre 700 e 600,310825
2016,MT,Branca,D,-,0,Entre 600 e 500,544105
2016,MT,Branca,E,-,0,Entre 500 e 400,792675
2016,MT,Branca,F,-,0,Abaixo de 400,306351
2016,MT,Indígena,*,-,4,Sem nota,20274
2016,MT,Indígena,A,Falta,20238,Acima de 800,63
2016,MT,Indígena,B,Presença,33977,Entre 800 e 700,339
2016,MT,Indígena,C,Eliminação,32,Entre 700 e 600,1755
2016,MT,Indígena,D,-,0,Entre 600 e 500,6194
2016,MT,Indígena,E,-,0,Entre 500 e 400,16649
2016,MT,Indígena,F,-,0,Abaixo de 400,8977
2016,MT,Parda,*,-,176,Sem nota,1306650
2016,MT,Parda,A,Falta,1304325,Acima de 800,11016
2016,MT,Parda,B,Presença,2697182,Entre 800 e 700,60170
2016,MT,Parda,C,Eliminação,2149,Entre 700 e 600,223309
2016,MT,Parda,D,-,0,Entre 600 e 500,597117
2016,MT,Parda,E,-,0,Entre 500 e 400,1228379
2016,MT,Parda,F,-,0,Abaixo de 400,577191
2016,MT,Preta,*,-,62,Sem nota,397028
2016,MT,Preta,A,Falta,396280,Acima de 800,1438
2016,MT,Preta,B,Presença,758706,Entre 800 e 700,11652
2016,MT,Preta,C,Eliminação,686,Entre 700 e 600,55222
2016,MT,Preta,D,-,0,Entre 600 e 500,168298
2016,MT,Preta,E,-,0,Entre 500 e 400,355207
2016,MT,Preta,F,-,0,Abaixo de 400,166889
2017,CH,Amarela,*,-,1,Sem nota,46614
2017,CH,Amarela,A,Falta,46569,Acima de 800,5
2017,CH,Amarela,B,Presença,108730,Entre 800 e 700,871
2017,CH,Amarela,C,Eliminação,44,Entre 700 e 600,17107
2017,CH,Amarela,D,-,0,Entre 600 e 500,43947
2017,CH,Amarela,E,-,0,Entre 500 e 400,38374
2017,CH,Amarela,F,-,0,Abaixo de 400,8426
2017,CH,Branca,*,-,58,Sem nota,644288
2017,CH,Branca,A,Falta,643430,Acima de 800,208
2017,CH,Branca,B,Presença,1710941,Entre 800 e 700,23539
2017,CH,Branca,C,Eliminação,800,Entre 700 e 600,397951
2017,CH,Branca,D,-,0,Entre 600 e 500,731962
2017,CH,Branca,E,-,0,Entre 500 e 400,466025
2017,CH,Branca,F,-,0,Abaixo de 400,91256
2017,CH,Indígena,*,-,0,Sem nota,15739
2017,CH,Indígena,A,Falta,15721,Acima de 800,0
2017,CH,Indígena,B,Presença,28058,Entre 800 e 700,52
2017,CH,Indígena,C,Eliminação,18,Entre 700 e 600,1945
2017,CH,Indígena,D,-,0,Entre 600 e 500,9835
2017,CH,Indígena,E,-,0,Entre 500 e 400,12850
2017,CH,Indígena,F,-,0,Abaixo de 400,3376
2017,CH,Parda,*,-,106,Sem nota,984766
2017,CH,Parda,A,Falta,983600,Acima de 800,64
2017,CH,Parda,B,Presença,2169729,Entre 800 e 700,9585
2017,CH,Parda,C,Eliminação,1060,Entre 700 e 600,269194
2017,CH,Parda,D,-,0,Entre 600 e 500,861870
2017,CH,Parda,E,-,0,Entre 500 e 400,836521
2017,CH,Parda,F,-,0,Abaixo de 400,192495
2017,CH,Preta,*,-,43,Sem nota,299012
2017,CH,Preta,A,Falta,298693,Acima de 800,15
2017,CH,Preta,B,Presença,595895,Entre 800 e 700,1907
2017,CH,Preta,C,Eliminação,276,Entre 700 e 600,71905
2017,CH,Preta,D,-,0,Entre 600 e 500,244702
2017,CH,Preta,E,-,0,Entre 500 e 400,225602
2017,CH,Preta,F,-,0,Abaixo de 400,51764
2017,CN,Amarela,*,-,1,Sem nota,52778
2017,CN,Amarela,A,Falta,52757,Acima de 800,16
2017,CN,Amarela,B,Presença,102566,Entre 800 e 700,1015
2017,CN,Amarela,C,Eliminação,20,Entre 700 e 600,12030
2017,CN,Amarela,D,-,0,Entre 600 e 500,40780
2017,CN,Amarela,E,-,0,Entre 500 e 400,43830
2017,CN,Amarela,F,-,0,Abaixo de 400,4895
2017,CN,Branca,*,-,58,Sem nota,732765
2017,CN,Branca,A,Falta,732347,Acima de 800,132
2017,CN,Branca,B,Presença,1622464,Entre 800 e 700,17617
2017,CN,Branca,C,Eliminação,360,Entre 700 e 600,279511
2017,CN,Branca,D,-,0,Entre 600 e 500,708470
2017,CN,Branca,E,-,0,Entre 500 e 400,563001
2017,CN,Branca,F,-,0,Abaixo de 400,53733
2017,CN,Indígena,*,-,0,Sem nota,17860
2017,CN,Indígena,A,Falta,17855,Acima de 800,0
2017,CN,Indígena,B,Presença,25937,Entre 800 e 700,33
2017,CN,Indígena,C,Eliminação,5,Entre 700 e 600,1141
2017,CN,Indígena,D,-,0,Entre 600 e 500,8767
2017,CN,Indígena,E,-,0,Entre 500 e 400,14110
2017,CN,Indígena,F,-,0,Abaixo de 400,1886
2017,CN,Parda,*,-,106,Sem nota,1109949
2017,CN,Parda,A,Falta,1109333,Acima de 800,34
2017,CN,Parda,B,Presença,2044546,Entre 800 e 700,5948
2017,CN,Parda,C,Eliminação,510,Entre 700 e 600,163342
2017,CN,Parda,D,-,0,Entre 600 e 500,805039
2017,CN,Parda,E,-,0,Entre 500 e 400,960086
2017,CN,Parda,F,-,0,Abaixo de 400,110097
2017,CN,Preta,*,-,43,Sem nota,335709
2017,CN,Preta,A,Falta,335537,Acima de 800,3
2017,CN,Preta,B,Presença,559198,Entre 800 e 700,851
2017,CN,Preta,C,Eliminação,129,Entre 700 e 600,37849
2017,CN,Preta,D,-,0,Entre 600 e 500,225458
2017,CN,Preta,E,-,0,Entre 500 e 400,265040
2017,CN,Preta,F,-,0,Abaixo de 400,29997
2017,LP,Amarela,*,-,1,Sem nota,46614
2017,LP,Amarela,A,Falta,46569,Acima de 800,0
2017,LP,Amarela,B,Presença,108730,Entre 800 e 700,20
2017,LP,Amarela,C,Eliminação,44,Entre 700 e 600,7655
2017,LP,Amarela,D,-,0,Entre 600 e 500,55337
2017,LP,Amarela,E,-,0,Entre 500 e 400,39472
2017,LP,Amarela,F,-,0,Abaixo de 400,6246
2017,LP,Branca,*,-,58,Sem nota,644288
2017,LP,Branca,A,Falta,643430,Acima de 800,0
2017,LP,Branca,B,Presença,1710941,Entre 800 e 700,842
2017,LP,Branca,C,Eliminação,800,Entre 700 e 600,205994
2017,LP,Branca,D,-,0,Entre 600 e 500,972932
2017,LP,Branca,E,-,0,Entre 500 e 400,462756
2017,LP,Branca,F,-,0,Abaixo de 400,68417
2017,LP,Indígena,*,-,0,Sem nota,15739
2017,LP,Indígena,A,Falta,15721,Acima de 800,0
2017,LP,Indígena,B,Presença,28058,Entre 800 e 700,0
2017,LP,Indígena,C,Eliminação,18,Entre 700 e 600,649
2017,LP,Indígena,D,-,0,Entre 600 e 500,10546
2017,LP,Indígena,E,-,0,Entre 500 e 400,13483
2017,LP,Indígena,F,-,0,Abaixo de 400,3380
2017,LP,Parda,*,-,106,Sem nota,984766
2017,LP,Parda,A,Falta,983600,Acima de 800,0
2017,LP,Parda,B,Presença,2169729,Entre 800 e 700,266
2017,LP,Parda,C,Eliminação,1060,Entre 700 e 600,100876
2017,LP,Parda,D,-,0,Entre 600 e 500,1038724
2017,LP,Parda,E,-,0,Entre 500 e 400,874126
2017,LP,Parda,F,-,0,Abaixo de 400,155737
2017,LP,Preta,*,-,43,Sem nota,299012
2017,LP,Preta,A,Falta,298693,Acima de 800,0
2017,LP,Preta,B,Presença,595895,Entre 800 e 700,49
2017,LP,Preta,C,Eliminação,276,Entre 700 e 600,25346
2017,LP,Preta,D,-,0,Entre 600 e 500,294745
2017,LP,Preta,E,-,0,Entre 500 e 400,233342
2017,LP,Preta,F,-,0,Abaixo de 400,42413
2017,MT,Amarela,*,-,1,Sem nota,52778
2017,MT,Amarela,A,Falta,52757,Acima de 800,1828
2017,MT,Amarela,B,Presença,102566,Entre 800 e 700,6121
2017,MT,Amarela,C,Eliminação,20,Entre 700 e 600,14943
2017,MT,Amarela,D,-,0,Entre 600 e 500,29211
2017,MT,Amarela,E,-,0,Entre 500 e 400,38513
2017,MT,Amarela,F,-,0,Abaixo de 400,11950
2017,MT,Branca,*,-,58,Sem nota,732765
2017,MT,Branca,A,Falta,732347,Acima de 800,34518
2017,MT,Branca,B,Presença,1622464,Entre 800 e 700,135605
2017,MT,Branca,C,Eliminação,360,Entre 700 e 600,325715
2017,MT,Branca,D,-,0,Entre 600 e 500,495080
2017,MT,Branca,E,-,0,Entre 500 e 400,495696
2017,MT,Branca,F,-,0,Abaixo de 400,135850
2017,MT,Indígena,*,-,0,Sem nota,17860
2017,MT,Indígena,A,Falta,17855,Acima de 800,58
2017,MT,Indígena,B,Presença,25937,Entre 800 e 700,350
2017,MT,Indígena,C,Eliminação,5,Entre 700 e 600,2154
2017,MT,Indígena,D,-,0,Entre 600 e 500,6556
2017,MT,Indígena,E,-,0,Entre 500 e 400,12209
2017,MT,Indígena,F,-,0,Abaixo de 400,4610
2017,MT,Parda,*,-,106,Sem nota,1109949
2017,MT,Parda,A,Falta,1109333,Acima de 800,11743
2017,MT,Parda,B,Presença,2044546,Entre 800 e 700,66230
2017,MT,Parda,C,Eliminação,510,Entre 700 e 600,254982
2017,MT,Parda,D,-,0,Entre 600 e 500,591867
2017,MT,Parda,E,-,0,Entre 500 e 400,841970
2017,MT,Parda,F,-,0,Abaixo de 400,277754
2017,MT,Preta,*,-,43,Sem nota,335709
2017,MT,Preta,A,Falta,335537,Acima de 800,1546
2017,MT,Preta,B,Presença,559198,Entre 800 e 700,12263
2017,MT,Preta,C,Eliminação,129,Entre 700 e 600,62231
2017,MT,Preta,D,-,0,Entre 600 e 500,161722
2017,MT,Preta,E,-,0,Entre 500 e 400,240553
2017,MT,Preta,F,-,0,Abaixo de 400,80883
2018,CH,Amarela,*,-,0,Sem nota,30126
2018,CH,Amarela,A,Falta,30079,Acima de 800,7
2018,CH,Amarela,B,Presença,93485,Entre 800 e 700,1993
2018,CH,Amarela,C,Eliminação,47,Entre 700 e 600,34757
2018,CH,Amarela,D,-,0,Entre 600 e 500,35146
2018,CH,Amarela,E,-,0,Entre 500 e 400,21068
2018,CH,Amarela,F,-,0,Abaixo de 400,514
2018,CH,Branca,*,-,57,Sem nota,453344
2018,CH,Branca,A,Falta,452569,Acima de 800,165
2018,CH,Branca,B,Presença,1528310,Entre 800 e 700,54748
2018,CH,Branca,C,Eliminação,718,Entre 700 e 600,738385
2018,CH,Branca,D,-,0,Entre 600 e 500,487335
2018,CH,Branca,E,-,0,Entre 500 e 400,241462
2018,CH,Branca,F,-,0,Abaixo de 400,6215
2018,CH,Indígena,*,-,2,Sem nota,9698
2018,CH,Indígena,A,Falta,9686,Acima de 800,0
2018,CH,Indígena,B,Presença,24335,Entre 800 e 700,104
2018,CH,Indígena,C,Eliminação,10,Entre 700 e 600,5517
2018,CH,Indígena,D,-,0,Entre 600 e 500,10124
2018,CH,Indígena,E,-,0,Entre 500 e 400,8330
2018,CH,Indígena,F,-,0,Abaixo de 400,260
2018,CH,Parda,*,-,65,Sem nota,653849
2018,CH,Parda,A,Falta,652954,Acima de 800,63
2018,CH,Parda,B,Presença,1907458,Entre 800 e 700,22653
2018,CH,Parda,C,Eliminação,830,Entre 700 e 600,635973
2018,CH,Parda,D,-,0,Entre 600 e 500,752520
2018,CH,Parda,E,-,0,Entre 500 e 400,484293
2018,CH,Parda,F,-,0,Abaixo de 400,11956
2018,CH,Preta,*,-,21,Sem nota,187714
2018,CH,Preta,A,Falta,187445,Acima de 800,5
2018,CH,Preta,B,Presença,510980,Entre 800 e 700,4418
2018,CH,Preta,C,Eliminação,248,Entre 700 e 600,173428
2018,CH,Preta,D,-,0,Entre 600 e 500,201217
2018,CH,Preta,E,-,0,Entre 500 e 400,128472
2018,CH,Preta,F,-,0,Abaixo de 400,3440
2018,CN,Amarela,*,-,0,Sem nota,35829
2018,CN,Amarela,A,Falta,35812,Acima de 800,16
2018,CN,Amarela,B,Presença,87782,Entre 800 e 700,1169
2018,CN,Amarela,C,Eliminação,17,Entre 700 e 600,8204
2018,CN,Amarela,D,-,0,Entre 600 e 500,27985
2018,CN,Amarela,E,-,0,Entre 500 e 400,43708
2018,CN,Amarela,F,-,0,Abaixo de 400,6700
2018,CN,Branca,*,-,57,Sem nota,537193
2018,CN,Branca,A,Falta,536877,Acima de 800,239
2018,CN,Branca,B,Presença,1444461,Entre 800 e 700,20029
2018,CN,Branca,C,Eliminação,259,Entre 700 e 600,191719
2018,CN,Branca,D,-,0,Entre 600 e 500,542803
2018,CN,Branca,E,-,0,Entre 500 e 400,612073
2018,CN,Branca,F,-,0,Abaixo de 400,77598
2018,CN,Indígena,*,-,2,Sem nota,11534
2018,CN,Indígena,A,Falta,11527,Acima de 800,0
2018,CN,Indígena,B,Presença,22499,Entre 800 e 700,26
2018,CN,Indígena,C,Eliminação,5,Entre 700 e 600,662
2018,CN,Indígena,D,-,0,Entre 600 e 500,5264
2018,CN,Indígena,E,-,0,Entre 500 e 400,13590
2018,CN,Indígena,F,-,0,Abaixo de 400,2957
2018,CN,Parda,*,-,65,Sem nota,768051
2018,CN,Parda,A,Falta,767674,Acima de 800,59
2018,CN,Parda,B,Presença,1793256,Entre 800 e 700,6405
2018,CN,Parda,C,Eliminação,312,Entre 700 e 600,98893
2018,CN,Parda,D,-,0,Entre 600 e 500,542324
2018,CN,Parda,E,-,0,Entre 500 e 400,979993
2018,CN,Parda,F,-,0,Abaixo de 400,165582
2018,CN,Preta,*,-,21,Sem nota,219897
2018,CN,Preta,A,Falta,219792,Acima de 800,4
2018,CN,Preta,B,Presença,478797,Entre 800 e 700,887
2018,CN,Preta,C,Eliminação,84,Entre 700 e 600,19685
2018,CN,Preta,D,-,0,Entre 600 e 500,145017
2018,CN,Preta,E,-,0,Entre 500 e 400,268971
2018,CN,Preta,F,-,0,Abaixo de 400,44233
2018,LP,Amarela,*,-,0,Sem nota,30126
2018,LP,Amarela,A,Falta,30079,Acima de 800,0
2018,LP,Amarela,B,Presença,93485,Entre 800 e 700,236
2018,LP,Amarela,C,Eliminação,47,Entre 700 e 600,13703
2018,LP,Amarela,D,-,0,Entre 600 e 500,46113
2018,LP,Amarela,E,-,0,Entre 500 e 400,29385
2018,LP,Amarela,F,-,0,Abaixo de 400,4048
2018,LP,Branca,*,-,57,Sem nota,453344
2018,LP,Branca,A,Falta,452569,Acima de 800,1
2018,LP,Branca,B,Presença,1528310,Entre 800 e 700,6881
2018,LP,Branca,C,Eliminação,718,Entre 700 e 600,352671
2018,LP,Branca,D,-,0,Entre 600 e 500,777883
2018,LP,Branca,E,-,0,Entre 500 e 400,345320
2018,LP,Branca,F,-,0,Abaixo de 400,45554
2018,LP,Indígena,*,-,2,Sem nota,9698
2018,LP,Indígena,A,Falta,9686,Acima de 800,0
2018,LP,Indígena,B,Presença,24335,Entre 800 e 700,14
2018,LP,Indígena,C,Eliminação,10,Entre 700 e 600,1403
2018,LP,Indígena,D,-,0,Entre 600 e 500,9730
2018,LP,Indígena,E,-,0,Entre 500 e 400,10960
2018,LP,Indígena,F,-,0,Abaixo de 400,2228
2018,LP,Parda,*,-,65,Sem nota,653849
2018,LP,Parda,A,Falta,652954,Acima de 800,3
2018,LP,Parda,B,Presença,1907458,Entre 800 e 700,2487
2018,LP,Parda,C,Eliminação,830,Entre 700 e 600,209956
2018,LP,Parda,D,-,0,Entre 600 e 500,906032
2018,LP,Parda,E,-,0,Entre 500 e 400,682117
2018,LP,Parda,F,-,0,Abaixo de 400,106863
2018,LP,Preta,*,-,21,Sem nota,187714
2018,LP,Preta,A,Falta,187445,Acima de 800,0
2018,LP,Preta,B,Presença,510980,Entre 800 e 700,479
2018,LP,Preta,C,Eliminação,248,Entre 700 e 600,52897
2018,LP,Preta,D,-,0,Entre 600 e 500,250065
2018,LP,Preta,E,-,0,Entre 500 e 400,179840
2018,LP,Preta,F,-,0,Abaixo de 400,27699
2018,MT,Amarela,*,-,0,Sem nota,35829
2018,MT,Amarela,A,Falta,35812,Acima de 800,1459
2018,MT,Amarela,B,Presença,87782,Entre 800 e 700,7510
2018,MT,Amarela,C,Eliminação,17,Entre 700 e 600,13987
2018,MT,Amarela,D,-,0,Entre 600 e 500,27064
2018,MT,Amarela,E,-,0,Entre 500 e 400,32644
2018,MT,Amarela,F,-,0,Abaixo de 400,5118
2018,MT,Branca,*,-,57,Sem nota,537193
2018,MT,Branca,A,Falta,536877,Acima de 800,25832
2018,MT,Branca,B,Presença,1444461,Entre 800 e 700,173036
2018,MT,Branca,C,Eliminação,259,Entre 700 e 600,305479
2018,MT,Branca,D,-,0,Entre 600 e 500,444726
2018,MT,Branca,E,-,0,Entre 500 e 400,435099
2018,MT,Branca,F,-,0,Abaixo de 400,60289
2018,MT,Indígena,*,-,2,Sem nota,11534
2018,MT,Indígena,A,Falta,11527,Acima de 800,39
2018,MT,Indígena,B,Presença,22499,Entre 800 e 700,510
2018,MT,Indígena,C,Eliminação,5,Entre 700 e 600,2104
2018,MT,Indígena,D,-,0,Entre 600 e 500,6671
2018,MT,Indígena,E,-,0,Entre 500 e 400,11107
2018,MT,Indígena,F,-,0,Abaixo de 400,2068
2018,MT,Parda,*,-,65,Sem nota,768051
2018,MT,Parda,A,Falta,767674,Acima de 800,8658
2018,MT,Parda,B,Presença,1793256,Entre 800 e 700,86727
2018,MT,Parda,C,Eliminação,312,Entre 700 e 600,254005
2018,MT,Parda,D,-,0,Entre 600 e 500,570921
2018,MT,Parda,E,-,0,Entre 500 e 400,748624
2018,MT,Parda,F,-,0,Abaixo de 400,124321
2018,MT,Preta,*,-,21,Sem nota,219897
2018,MT,Preta,A,Falta,219792,Acima de 800,1051
2018,MT,Preta,B,Presença,478797,Entre 800 e 700,15892
2018,MT,Preta,C,Eliminação,84,Entre 700 e 600,61458
2018,MT,Preta,D,-,0,Entre 600 e 500,152947
2018,MT,Preta,E,-,0,Entre 500 e 400,210812
2018,MT,Preta,F,-,0,Abaixo de 400,36637
2019,CH,Amarela,*,-,0,Sem nota,26331
2019,CH,Amarela,A,Falta,26222,Acima de 800,0
2019,CH,Amarela,B,Presença,89826,Entre 800 e 700,440
2019,CH,Amarela,C,Eliminação,109,Entre 700 e 600,9994
2019,CH,Amarela,D,-,0,Entre 600 e 500,35969
2019,CH,Amarela,E,-,0,Entre 500 e 400,33524
2019,CH,Amarela,F,-,0,Abaixo de 400,9899
2019,CH,Branca,*,-,0,Sem nota,380975
2019,CH,Branca,A,Falta,379519,Acima de 800,29
2019,CH,Branca,B,Presença,1450775,Entre 800 e 700,12603
2019,CH,Branca,C,Eliminação,1456,Entre 700 e 600,275466
2019,CH,Branca,D,-,0,Entre 600 e 500,665450
2019,CH,Branca,E,-,0,Entre 500 e 400,395995
2019,CH,Branca,F,-,0,Abaixo de 400,101232
2019,CH,Indígena,*,-,0,Sem nota,8433
2019,CH,Indígena,A,Falta,8411,Acima de 800,0
2019,CH,Indígena,B,Presença,23323,Entre 800 e 700,14
2019,CH,Indígena,C,Eliminação,22,Entre 700 e 600,824
2019,CH,Indígena,D,-,0,Entre 600 e 500,7032
2019,CH,Indígena,E,-,0,Entre 500 e 400,11221
2019,CH,Indígena,F,-,0,Abaixo de 400,4232
2019,CH,Parda,*,-,0,Sem nota,565800
2019,CH,Parda,A,Falta,563947,Acima de 800,6
2019,CH,Parda,B,Presença,1798211,Entre 800 e 700,4019
2019,CH,Parda,C,Eliminação,1853,Entre 700 e 600,150374
2019,CH,Parda,D,-,0,Entre 600 e 500,702945
2019,CH,Parda,E,-,0,Entre 500 e 400,717432
2019,CH,Parda,F,-,0,Abaixo de 400,223435
2019,CH,Preta,*,-,0,Sem nota,165541
2019,CH,Preta,A,Falta,165000,Acima de 800,1
2019,CH,Preta,B,Presença,482757,Entre 800 e 700,726
2019,CH,Preta,C,Eliminação,541,Entre 700 e 600,35221
2019,CH,Preta,D,-,0,Entre 600 e 500,195597
2019,CH,Preta,E,-,0,Entre 500 e 400,190852
2019,CH,Preta,F,-,0,Abaixo de 400,60360
2019,CN,Amarela,*,-,0,Sem nota,31200
2019,CN,Amarela,A,Falta,31158,Acima de 800,6
2019,CN,Amarela,B,Presença,84957,Entre 800 e 700,510
2019,CN,Amarela,C,Eliminação,42,Entre 700 e 600,5685
2019,CN,Amarela,D,-,0,Entre 600 e 500,24733
2019,CN,Amarela,E,-,0,Entre 500 e 400,39516
2019,CN,Amarela,F,-,0,Abaixo de 400,14507
2019,CN,Branca,*,-,0,Sem nota,454056
2019,CN,Branca,A,Falta,453397,Acima de 800,74
2019,CN,Branca,B,Presença,1377694,Entre 800 e 700,7721
2019,CN,Branca,C,Eliminação,659,Entre 700 e 600,136544
2019,CN,Branca,D,-,0,Entre 600 e 500,539468
2019,CN,Branca,E,-,0,Entre 500 e 400,532940
2019,CN,Branca,F,-,0,Abaixo de 400,160947
2019,CN,Indígena,*,-,0,Sem nota,10153
2019,CN,Indígena,A,Falta,10144,Acima de 800,0
2019,CN,Indígena,B,Presença,21603,Entre 800 e 700,7
2019,CN,Indígena,C,Eliminação,9,Entre 700 e 600,271
2019,CN,Indígena,D,-,0,Entre 600 e 500,3928
2019,CN,Indígena,E,-,0,Entre 500 e 400,11582
2019,CN,Indígena,F,-,0,Abaixo de 400,5815
2019,CN,Parda,*,-,0,Sem nota,665908
2019,CN,Parda,A,Falta,664996,Acima de 800,17
2019,CN,Parda,B,Presença,1698103,Entre 800 e 700,2174
2019,CN,Parda,C,Eliminação,912,Entre 700 e 600,63468
2019,CN,Parda,D,-,0,Entre 600 e 500,450176
2019,CN,Parda,E,-,0,Entre 500 e 400,848149
2019,CN,Parda,F,-,0,Abaixo de 400,334119
2019,CN,Preta,*,-,0,Sem nota,193997
2019,CN,Preta,A,Falta,193757,Acima de 800,1
2019,CN,Preta,B,Presença,454301,Entre 800 e 700,234
2019,CN,Preta,C,Eliminação,240,Entre 700 e 600,11532
2019,CN,Preta,D,-,0,Entre 600 e 500,116318
2019,CN,Preta,E,-,0,Entre 500 e 400,235454
2019,CN,Preta,F,-,0,Abaixo de 400,90762
2019,LP,Amarela,*,-,0,Sem nota,26331
2019,LP,Amarela,A,Falta,26222,Acima de 800,1
2019,LP,Amarela,B,Presença,89826,Entre 800 e 700,17
2019,LP,Amarela,C,Eliminação,109,Entre 700 e 600,7097
2019,LP,Amarela,D,-,0,Entre 600 e 500,51749
2019,LP,Amarela,E,-,0,Entre 500 e 400,26919
2019,LP,Amarela,F,-,0,Abaixo de 400,4043
2019,LP,Branca,*,-,0,Sem nota,380975
2019,LP,Branca,A,Falta,379519,Acima de 800,1
2019,LP,Branca,B,Presença,1450775,Entre 800 e 700,774
2019,LP,Branca,C,Eliminação,1456,Entre 700 e 600,201601
2019,LP,Branca,D,-,0,Entre 600 e 500,913136
2019,LP,Branca,E,-,0,Entre 500 e 400,295543
2019,LP,Branca,F,-,0,Abaixo de 400,39720
2019,LP,Indígena,*,-,0,Sem nota,8433
2019,LP,Indígena,A,Falta,8411,Acima de 800,0
2019,LP,Indígena,B,Presença,23323,Entre 800 e 700,0
2019,LP,Indígena,C,Eliminação,22,Entre 700 e 600,511
2019,LP,Indígena,D,-,0,Entre 600 e 500,9941
2019,LP,Indígena,E,-,0,Entre 500 e 400,10329
2019,LP,Indígena,F,-,0,Abaixo de 400,2542
2019,LP,Parda,*,-,0,Sem nota,565800
2019,LP,Parda,A,Falta,563947,Acima de 800,3
2019,LP,Parda,B,Presença,1798211,Entre 800 e 700,225
2019,LP,Parda,C,Eliminação,1853,Entre 700 e 600,100195
2019,LP,Parda,D,-,0,Entre 600 e 500,979729
2019,LP,Parda,E,-,0,Entre 500 e 400,617058
2019,LP,Parda,F,-,0,Abaixo de 400,101001
2019,LP,Preta,*,-,0,Sem nota,165541
2019,LP,Preta,A,Falta,165000,Acima de 800,0
2019,LP,Preta,B,Presença,482757,Entre 800 e 700,24
2019,LP,Preta,C,Eliminação,541,Entre 700 e 600,22645
2019,LP,Preta,D,-,0,Entre 600 e 500,270283
2019,LP,Preta,E,-,0,Entre 500 e 400,163054
2019,LP,Preta,F,-,0,Abaixo de 400,26751
2019,MT,Amarela,*,-,0,Sem nota,31200
2019,MT,Amarela,A,Falta,31158,Acima de 800,1681
2019,MT,Amarela,B,Presença,84957,Entre 800 e 700,6162
2019,MT,Amarela,C,Eliminação,42,Entre 700 e 600,13339
2019,MT,Amarela,D,-,0,Entre 600 e 500,21246
2019,MT,Amarela,E,-,0,Entre 500 e 400,33650
2019,MT,Amarela,F,-,0,Abaixo de 400,8879
2019,MT,Branca,*,-,0,Sem nota,454056
2019,MT,Branca,A,Falta,453397,Acima de 800,32210
2019,MT,Branca,B,Presença,1377694,Entre 800 e 700,142594
2019,MT,Branca,C,Eliminação,659,Entre 700 e 600,317655
2019,MT,Branca,D,-,0,Entre 600 e 500,365315
2019,MT,Branca,E,-,0,Entre 500 e 400,422864
2019,MT,Branca,F,-,0,Abaixo de 400,97056
2019,MT,Indígena,*,-,0,Sem nota,10153
2019,MT,Indígena,A,Falta,10144,Acima de 800,28
2019,MT,Indígena,B,Presença,21603,Entre 800 e 700,294
2019,MT,Indígena,C,Eliminação,9,Entre 700 e 600,1739
2019,MT,Indígena,D,-,0,Entre 600 e 500,4752
2019,MT,Indígena,E,-,0,Entre 500 e 400,11029
2019,MT,Indígena,F,-,0,Abaixo de 400,3761
2019,MT,Parda,*,-,0,Sem nota,665908
2019,MT,Parda,A,Falta,664996,Acima de 800,10444
2019,MT,Parda,B,Presença,1698103,Entre 800 e 700,65615
2019,MT,Parda,C,Eliminação,912,Entre 700 e 600,232347
2019,MT,Parda,D,-,0,Entre 600 e 500,432476
2019,MT,Parda,E,-,0,Entre 500 e 400,745543
2019,MT,Parda,F,-,0,Abaixo de 400,211678
2019,MT,Preta,*,-,0,Sem nota,193997
2019,MT,Preta,A,Falta,193757,Acima de 800,1201
2019,MT,Preta,B,Presença,454301,Entre 800 e 700,10812
2019,MT,Preta,C,Eliminação,240,Entre 700 e 600,53098
2019,MT,Preta,D,-,0,Entre 600 e 500,116596
2019,MT,Preta,E,-,0,Entre 500 e 400,211355
2019,MT,Preta,F,-,0,Abaixo de 400,61239
2020,CH,Amarela,*,-,0,Sem nota,67370
2020,CH,Amarela,A,Falta,67270,Acima de 800,18
2020,CH,Amarela,B,Presença,61152,Entre 800 e 700,1382
